first_name,last_name,birth_year,birth_country,id,edited_first,edited_last
Jesse,Landrum,1912.0,USA,landrje01,jesse,landrum
Joe,Landrum,1928.0,USA,landrjo01,joe,landrum
Tito,Landrum,1954.0,USA,landrti01,tito,landrum
Dick,Lane,1927.0,USA,lanedi01,dick,lane
Frank,Lane,1895.0,USA,lanefr99,frank,lane
Hunter,Lane,1900.0,USA,lanehu01,hunter,lane
Jason,Lane,1976.0,USA,laneja01,jason,lane
Jerry,Lane,1926.0,USA,laneje01,jerry,lane
Marv,Lane,1950.0,USA,lanema01,marv,lane
Sam,Lanford,1886.0,USA,lanfosa01,sam,lanford
Walt,Lanfranconi,1916.0,USA,lanfrwa01,walt,lanfranconi
Chip,Lang,1952.0,USA,langch01,chip,lang
Don,Lang,1915.0,USA,langdo01,don,lang
Marty,Lang,1905.0,USA,langma01,marty,lang
Alex,Lange,1995.0,USA,langeal01,alex,lange
Bill,Lange,1871.0,USA,langebi01,bill,lange
Dick,Lange,1948.0,USA,langedi01,dick,lange
Erv,Lange,1887.0,USA,langeer01,erv,lange
Frank,Lange,1883.0,USA,langefr01,frank,lange
Shea,Langeliers,1997.0,USA,langesh01,shea,langeliers
Ryan,Langerhans,1980.0,USA,langery01,ryan,langerhans
Rick,Langford,1952.0,USA,langfri01,rick,langford
Sam,Langford,1900.0,USA,langfsa01,sam,langford
Wyatt,Langford,2001.0,USA,langfwy01,wyatt,langford
Bob,Langsford,1865.0,USA,langsbo01,bob,langsford
Mark,Langston,1960.0,USA,langsma01,mark,langston
Matt,Langwell,1986.0,USA,langwma01,matt,langwell
Hal,Lanier,1942.0,USA,lanieha01,hal,lanier
Max,Lanier,1915.0,USA,laniema01,max,lanier
Rimp,Lanier,1948.0,USA,lanieri01,rimp,lanier
Frank,Lankford,1971.0,USA,lankffr01,frank,lankford
Ray,Lankford,1967.0,USA,lankfra01,ray,lankford
John,Lannan,1984.0,USA,lannajo01,john,lannan
Johnny,Lanning,1910.0,USA,lannijo01,johnny,lanning
Red,Lanning,1895.0,USA,lannire01,red,lanning
Tom,Lanning,1907.0,USA,lannito01,tom,lanning
Carney,Lansford,1957.0,USA,lansfca01,carney,lansford
Joe,Lansford,1961.0,USA,lansfjo01,joe,lansford
Gene,Lansing,1898.0,USA,lansige01,gene,lansing
Mike,Lansing,1968.0,USA,lansimi01,mike,lansing
Paul,LaPalme,1923.0,USA,lapalpa01,paul,lapalme
Pete,Lapan,1891.0,USA,lapanpe01,pete,lapan
Andy,Lapihuska,1922.0,USA,lapihan01,andy,lapihuska
Dave,LaPoint,1959.0,USA,lapoida01,dave,lapoint
Ralph,LaPointe,1922.0,USA,lapoira01,ralph,lapointe
Matt,LaPorta,1985.0,USA,laporma01,matt,laporta
Frank,LaPorte,1880.0,USA,laporfr01,frank,laporte
Jack,Lapp,1884.0,USA,lappja01,jack,lapp
Juan,Lara,1981.0,D.R.,laraju01,juan,lara
Yovanny,Lara,1975.0,D.R.,larayo01,yovanny,lara
Jeff,Larish,1982.0,USA,larisje01,jeff,larish
Norm,Larker,1930.0,USA,larkeno01,norm,larker
Andy,Larkin,1974.0,USA,larkian01,andy,larkin
Barry,Larkin,1964.0,USA,larkiba01,barry,larkin
Ed,Larkin,1885.0,USA,larkied01,ed,larkin
Gene,Larkin,1962.0,USA,larkige01,gene,larkin
Henry,Larkin,1860.0,USA,larkihe01,henry,larkin
Pat,Larkin,1960.0,USA,larkipa01,pat,larkin
Stephen,Larkin,1973.0,USA,larkist02,stephen,larkin
Steve,Larkin,1910.0,USA,larkist01,steve,larkin
Terry,Larkin,1856.0,USA,larkite01,terry,larkin
Patrick,Larkins,1860.0,USA,larki01,patrick,larkins
Bob,Larmore,1896.0,USA,larmobo01,bob,larmore
Trevor,Larnach,1997.0,USA,larnatr01,trevor,larnach
Greg,LaRocca,1972.0,USA,larocgr01,greg,larocca
Adam,LaRoche,1979.0,USA,larocad01,adam,laroche
Andy,LaRoche,1983.0,USA,larocan01,andy,laroche
Dave,LaRoche,1948.0,USA,larocda01,dave,laroche
Sam,LaRocque,1863.0,CAN,laroqsa01,sam,larocque
John,LaRose,1951.0,USA,larosjo01,john,larose
Vic,LaRose,1944.0,USA,larosvi01,vic,larose
Harry,LaRoss,1888.0,USA,larosha01,harry,laross
Don,Larsen,1929.0,USA,larsedo01,don,larsen
Jack,Larsen,1995.0,USA,larseja01,jack,larsen
Swede,Larsen,1913.0,USA,larsesw01,swede,larsen
Brandon,Larson,1976.0,USA,larsobr01,brandon,larson
Dan,Larson,1954.0,USA,larsoda01,dan,larson
Jason,LaRue,1974.0,USA,larueja01,jason,larue
Tony,LaRussa,1944.0,USA,larusto01,tony,larussa
Al,Lary,1928.0,USA,laryal01,al,lary
Frank,Lary,1930.0,USA,laryfr01,frank,lary
Lyn,Lary,1906.0,USA,laryly01,lyn,lary
Fred,Lasher,1941.0,USA,lashefr01,fred,lasher
Bill,Laskey,1957.0,USA,laskebi01,bill,laskey
Bill,Lasley,1902.0,USA,laslebi01,bill,lasley
Tom,Lasorda,1927.0,USA,lasorto01,tom,lasorda
Don,Lassetter,1933.0,USA,lassedo01,don,lassetter
Arlie,Latham,1860.0,USA,lathaar01,arlie,latham
Bill,Latham,1960.0,USA,lathabi01,bill,latham
Chris,Latham,1973.0,USA,lathach01,chris,latham
Jumbo,Latham,1852.0,USA,lathaju01,jumbo,latham
Chick,Lathers,1888.0,USA,lathech01,chick,lathers
Bill,Lathrop,1891.0,USA,lathrbi01,bill,lathrop
Tacks,Latimer,1875.0,USA,latimta01,tacks,latimer
Barry,Latman,1936.0,USA,latmaba01,barry,latman
Mat,Latos,1987.0,USA,latosma01,mat,latos
Bill,Lattimore,1884.0,USA,lattibi01,bill,lattimore
Jake,Latz,1996.0,USA,latzja01,jake,latz
Charlie,Lau,1933.0,USA,lauch01,charlie,lau
Billy,Lauder,1874.0,USA,laudebi01,billy,lauder
Tim,Laudner,1958.0,USA,laudnti01,tim,laudner
Chuck,Lauer,1865.0,USA,lauerch01,chuck,lauer
Eric,Lauer,1995.0,USA,lauerer01,eric,lauer
Ramon,Laureano,1994.0,D.R.,laurera01,ramon,laureano
Bill,Lauterborn,1879.0,USA,lautebi01,bill,lauterborn
George,Lauzerique,1947.0,Cuba,lauzege01,george,lauzerique
Cookie,Lavagetto,1912.0,USA,lavagco01,cookie,lavagetto
Mike,LaValliere,1960.0,USA,lavalmi01,mike,lavalliere
Doc,Lavan,1890.0,USA,lavando01,doc,lavan
Ryan,Lavarnway,1987.0,USA,lavarry01,ryan,lavarnway
Bryan,Lavastida,1998.0,USA,lavasbr01,bryan,lavastida
Gary,Lavelle,1949.0,USA,lavelga01,gary,lavelle
Jimmy,Lavender,1884.0,USA,lavenji01,jimmy,lavender
Art,LaVigne,1885.0,USA,lavigar01,art,lavigne
Johnny,Lavin,1856.0,USA,lavinjo01,johnny,lavin
Derek,Law,1990.0,USA,lawde01,derek,law
Ron,Law,1946.0,CAN,lawro01,ron,law
Rudy,Law,1956.0,USA,lawru01,rudy,law
Vance,Law,1956.0,USA,lawva01,vance,law
Vern,Law,1930.0,USA,lawve01,vern,law
Garland,Lawing,1918.0,USA,lawinga01,garland,lawing
Jordan,Lawlar,2002.0,USA,lawlajo01,jordan,lawlar
Tom,Lawless,1956.0,USA,lawleto01,tom,lawless
Mike,Lawlor,1854.0,USA,lawlomi01,mike,lawlor
Bill,Lawrence,1906.0,USA,lawrebi01,bill,lawrence
Bob,Lawrence,1899.0,USA,lawrebo01,bob,lawrence
Brian,Lawrence,1976.0,USA,lawrebr02,brian,lawrence
Brooks,Lawrence,1925.0,USA,lawrebr01,brooks,lawrence
Casey,Lawrence,1987.0,USA,lawreca01,casey,lawrence
Jim,Lawrence,1939.0,CAN,lawreji01,jim,lawrence
Joe,Lawrence,1977.0,USA,lawrejo01,joe,lawrence
Justin,Lawrence,1994.0,Panama,lawreju01,justin,lawrence
Sean,Lawrence,1970.0,USA,lawrese01,sean,lawrence
Brett,Lawrie,1990.0,CAN,lawribr01,brett,lawrie
Otis,Lawry,1893.0,USA,lawryot01,otis,lawry
Al,Lawson,1869.0,England,lawsoal01,al,lawson
Bob,Lawson,1875.0,USA,lawsobo01,bob,lawson
Roxie,Lawson,1906.0,USA,lawsoro01,roxie,lawson
Steve,Lawson,1950.0,USA,lawsost01,steve,lawson
Marcus,Lawton,1965.0,USA,lawtoma01,marcus,lawton
Matt,Lawton,1971.0,USA,lawtoma02,matt,lawton
Bill,Laxton,1948.0,USA,laxtobi01,bill,laxton
Brett,Laxton,1973.0,USA,laxtobr01,brett,laxton
Tim,Layana,1964.0,USA,layanti01,tim,layana
Gene,Layden,1894.0,USA,laydege01,gene,layden
Pete,Layden,1919.0,USA,laydope01,pete,layden
Herman,Layne,1901.0,USA,laynehe01,herman,layne
Hillis,Layne,1918.0,USA,laynehi01,hillis,layne
Tommy,Layne,1984.0,USA,layneto01,tommy,layne
Les,Layton,1921.0,USA,laytole01,les,layton
Danny,Lazar,1943.0,USA,lazarda01,danny,lazar
Max,Lazar,1999.0,USA,lazarma01,max,lazar
Raudel,Lazo,1989.0,Cuba,lazora01,raudel,lazo
Johnny,Lazor,1912.0,USA,lazorjo01,johnny,lazor
Jack,Lazorko,1956.0,USA,lazorja01,jack,lazorko
Tony,Lazzeri,1903.0,USA,lazzeto01,tony,lazzeri
Charlie,Lea,1956.0,France,leach01,charlie,lea
Brent,Leach,1982.0,USA,leachbr01,brent,leach
Freddy,Leach,1897.0,USA,leachfr01,freddy,leach
Jalal,Leach,1969.0,USA,leachja01,jalal,leach
Rick,Leach,1957.0,USA,leachri01,rick,leach
Terry,Leach,1954.0,USA,leachte01,terry,leach
Tommy,Leach,1877.0,USA,leachto01,tommy,leach
Bob,Leadley,1858.0,USA,leadlbo99,bob,leadley
Brandon,League,1983.0,USA,leagubr01,brandon,league
Dan,Leahy,1870.0,USA,leahyda01,dan,leahy
Kyle,Leahy,1997.0,USA,leahyky01,kyle,leahy
Tom,Leahy,1869.0,USA,leahyto01,tom,leahy
Mike,Leake,1987.0,USA,leakemi01,mike,leake
Luis,Leal,1957.0,Venezuela,leallu01,luis,leal
Fred,Lear,1894.0,USA,learfr01,fred,lear
King,Lear,1891.0,USA,learki01,king,lear
Bill,Leard,1885.0,USA,leardbi01,bill,leard
Frank,Leary,1881.0,USA,learyfr01,frank,leary
Jack,Leary,1857.0,USA,learyja01,jack,leary
John,Leary,1891.0,USA,learyjo01,john,leary
Tim,Leary,1958.0,USA,learyti01,tim,leary
Jordan,Leasure,1998.0,USA,leasujo01,jordan,leasure
Hal,Leathers,1898.0,USA,leathha01,hal,leathers
Jack,Leathersich,1990.0,USA,leathja01,jack,leathersich
Emil,Leber,1881.0,USA,leberem01,emil,leber
Charles,Leblanc,1996.0,CAN,leblach01,charles,leblanc
Wade,LeBlanc,1984.0,USA,leblawa01,wade,leblanc
Bevo,LeBourveau,1896.0,USA,leboube01,bevo,lebourveau
George,LeClair,1886.0,USA,leclage01,george,leclair
Jose,Leclerc,1993.0,D.R.,leclejo01,jose,leclerc
Matt,LeCroy,1975.0,USA,lecroma01,matt,lecroy
Sam,LeCure,1984.0,USA,lecursa01,sam,lecure
Razor,Ledbetter,1894.0,USA,ledbera01,razor,ledbetter
Ricky,Ledee,1973.0,P.R.,ledeeri01,ricky,ledee
Aaron,Ledesma,1971.0,USA,ledesaa01,aaron,ledesma
Wil,Ledezma,1981.0,Venezuela,ledezwi01,wil,ledezma
Mike,Ledwith,1851.0,USA,ledwimi01,mike,ledwith
Bill,Lee,1909.0,USA,leebi02,bill,lee
Bill,Lee,1946.0,USA,leebi03,bill,lee
Billy,Lee,1894.0,USA,leebi01,billy,lee
Bob,Lee,1937.0,USA,leebo01,bob,lee
Braxton,Lee,1993.0,USA,leebr01,braxton,lee
Brooks,Lee,2001.0,USA,leebr02,brooks,lee
C. C.,Lee,1986.0,Taiwan,leech01,c. c.,lee
Carlos,Lee,1976.0,Panama,leeca01,carlos,lee
Cliff,Lee,1896.0,USA,leecl01,cliff,lee
Cliff,Lee,1978.0,USA,leecl02,cliff,lee
Corey,Lee,1974.0,USA,leeco01,corey,lee
Dae-ho,Lee,1982.0,South Korea,leeda02,dae-ho,lee
David,Lee,1973.0,USA,leeda01,david,lee
Derek,Lee,1966.0,USA,leede01,derek,lee
Derrek,Lee,1975.0,USA,leede02,derrek,lee
Don,Lee,1934.0,USA,leedo01,don,lee
Dud,Lee,1899.0,USA,leedu01,dud,lee
Dylan,Lee,1994.0,USA,leedy01,dylan,lee
Evan,Lee,1997.0,USA,leeev01,evan,lee
Hal,Lee,1905.0,USA,leeha01,hal,lee
Jung Hoo,Lee,1998.0,Japan,leeju01,jung hoo,lee
Khalil,Lee,1998.0,USA,leekh01,khalil,lee
Korey,Lee,1998.0,USA,leeko01,korey,lee
Leonidas,Lee,1860.0,USA,leele01,leonidas,lee
Leron,Lee,1948.0,USA,leele02,leron,lee
Manuel,Lee,1965.0,D.R.,leema02,manuel,lee
Mark,Lee,1953.0,USA,leema01,mark,lee
Mark,Lee,1964.0,USA,leema03,mark,lee
Mike,Lee,1941.0,USA,leemi01,mike,lee
Roy,Lee,1917.0,USA,leero01,roy,lee
Sang-Hoon,Lee,1971.0,South Korea,leesa01,sang-hoon,lee
Terry,Lee,1962.0,USA,leete01,terry,lee
Thornton,Lee,1906.0,USA,leeth01,thornton,lee
Tom,Lee,1862.0,USA,leeto01,tom,lee
Travis,Lee,1975.0,USA,leetr01,travis,lee
Wyatt,Lee,1879.0,USA,leewa01,wyatt,lee
Zach,Lee,1991.0,USA,leeza01,zach,lee
Gene,Leek,1936.0,USA,leekge01,gene,leek
Dave,Leeper,1959.0,USA,leepeda01,dave,leeper
George,Lees,1895.0,USA,leesge01,george,lees
Charles,Leesman,1987.0,USA,leesmch01,charles,leesman
Sam,Leever,1871.0,USA,leevesa01,sam,leever
Bill,LeFebvre,1915.0,USA,lefebbi01,bill,lefebvre
Jim,Lefebvre,1942.0,USA,lefebji01,jim,lefebvre
Joe,Lefebvre,1956.0,USA,lefebjo01,joe,lefebvre
Al,Lefevre,1898.0,USA,lefeval01,al,lefevre
Craig,Lefferts,1957.0,West Germany,leffecr01,craig,lefferts
Wade,Lefler,1896.0,USA,leflewa01,wade,lefler
Ron,LeFlore,1948.0,USA,lefloro01,ron,leflore
Phil,Leftwich,1969.0,USA,leftwph01,phil,leftwich
Lou,Legett,1901.0,USA,legetlo01,lou,legett
Greg,Legg,1960.0,USA,legggr01,greg,legg
Casey,Legumina,1997.0,USA,legumca01,casey,legumina
James,Lehan,1856.0,USA,lehanja01,james,lehan
Mike,Lehane,1865.0,USA,lehanmi01,mike,lehane
Regis,Leheny,1908.0,USA,lehenre01,regis,leheny
Jim,Lehew,1937.0,USA,lehewji01,jim,lehew
Ken,Lehman,1928.0,USA,lehmake01,ken,lehman
Paul,Lehner,1920.0,USA,lehnepa01,paul,lehner
Clarence,Lehr,1886.0,USA,lehrcl01,clarence,lehr
Justin,Lehr,1977.0,USA,lehrju01,justin,lehr
Norm,Lehr,1901.0,USA,lehrno01,norm,lehr
Hank,Leiber,1911.0,USA,leibeha01,hank,leiber
Nemo,Leibold,1892.0,USA,leibone01,nemo,leibold
Brandon,Leibrandt,1992.0,USA,leibrbr01,brandon,leibrandt
Charlie,Leibrandt,1956.0,USA,leibrch01,charlie,leibrandt
Jon,Leicester,1979.0,USA,leicejo01,jon,leicester
Elmer,Leifer,1893.0,USA,leifeel01,elmer,leifer
Lefty,Leifield,1883.0,USA,leifile01,lefty,leifield
John,Leighton,1861.0,USA,leighjo01,john,leighton
Bill,Leinhauser,1893.0,USA,leinhbi01,bill,leinhauser
Ed,Leip,1910.0,USA,leiped01,ed,leip
Dave,Leiper,1962.0,USA,leipeda01,dave,leiper
Jack,Leiper,1867.0,USA,leipeja01,jack,leiper
John,Leister,1961.0,USA,leistjo01,john,leister
Al,Leiter,1965.0,USA,leiteal01,al,leiter
Jack,Leiter,2000.0,USA,leiteja01,jack,leiter
Mark,Leiter,1963.0,USA,leitema01,mark,leiter
Mark,Leiter,1991.0,USA,leitema02,mark,leiter
Bill,Leith,1873.0,USA,leithbi01,bill,leith
Doc,Leitner,1865.0,USA,leitndo01,doc,leitner
George,Leitner,1871.0,USA,leitndu01,george,leitner
Scott,Leius,1965.0,USA,leiussc01,scott,leius
Frank,Leja,1936.0,USA,lejafr01,frank,leja
Sheldon,Lejeune,1885.0,USA,lejeula01,sheldon,lejeune
Don,LeJohn,1934.0,USA,lejohdo01,don,lejohn
Bill,Lelivelt,1884.0,Netherlands,lelivbi01,bill,lelivelt
Jack,Lelivelt,1885.0,Netherlands,lelivja01,jack,lelivelt
DJ,LeMahieu,1988.0,USA,lemahdj01,dj,lemahieu
Dave,Lemanczyk,1950.0,USA,lemanda01,dave,lemanczyk
Denny,Lemaster,1939.0,USA,lemasde01,denny,lemaster
Johnnie,LeMaster,1954.0,USA,lemasjo01,johnnie,lemaster
Dick,LeMay,1938.0,USA,lemaydi01,dick,lemay
Steve,Lembo,1926.0,USA,lembost01,steve,lembo
Mark,Lemke,1965.0,USA,lemkema01,mark,lemke
Jacob,Lemoine,1993.0,USA,lemoija01,jacob,lemoine
Bob,Lemon,1920.0,USA,lemonbo01,bob,lemon
Chet,Lemon,1955.0,USA,lemonch01,chet,lemon
Jim,Lemon,1928.0,USA,lemonji01,jim,lemon
Dave,Lemonds,1948.0,USA,lemonda01,dave,lemonds
Mark,Lemongello,1955.0,USA,lemonma01,mark,lemongello
Don,Lenhardt,1922.0,USA,lenhado01,don,lenhardt
Bill,Lennon,1845.0,USA,lennobi01,bill,lennon
Bob,Lennon,1928.0,USA,lennobo01,bob,lennon
Ed,Lennon,1897.0,USA,lennoed02,ed,lennon
Pat,Lennon,1968.0,USA,lennopa01,pat,lennon
Ed,Lennox,1883.0,USA,lennoed01,ed,lennox
Jim,Lentine,1954.0,USA,lentiji01,jim,lentine
David,Lenz,1851.0,Germany,leutz01,david,lenz
Arcenio,Leon,1986.0,Venezuela,leonar02,arcenio,leon
Arnold,Leon,1988.0,Mexico,leonar01,arnold,leon
Danny,Leon,1967.0,Venezuela,leonda01,danny,leon
Eddie,Leon,1946.0,USA,leoned01,eddie,leon
Izzy,Leon,1911.0,Cuba,leoniz01,izzy,leon
Jose,Leon,1976.0,P.R.,leonjo01,jose,leon
Max,Leon,1950.0,Mexico,leonma01,max,leon
Sandy,Leon,1989.0,Venezuela,leonsa01,sandy,leon
Pedro,León,1998.0,Cuba,leonpe01,pedro,leon
Andy,Leonard,1846.0,Ireland,leonaan01,andy,leonard
Buck,Leonard,1907.0,USA,leonabu99,buck,leonard
Dennis,Leonard,1951.0,USA,leonade01,dennis,leonard
Dutch,Leonard,1909.0,USA,leonadu02,dutch,leonard
Dutch,Leonard,1892.0,USA,leonadu01,dutch,leonard
Elmer,Leonard,1888.0,USA,leonael01,elmer,leonard
Jeffrey,Leonard,1955.0,USA,leonaje01,jeffrey,leonard
Joe,Leonard,1893.0,USA,leonajo01,joe,leonard
Mark,Leonard,1964.0,USA,leonama01,mark,leonard
Dominic,Leone,1991.0,USA,leonedo01,dominic,leone
Justin,Leone,1977.0,USA,leoneju01,justin,leone
Dave,Leonhard,1941.0,USA,leonhda01,dave,leonhard
Rudy,Leopold,1905.0,USA,leoporu01,rudy,leopold
John,Leovich,1918.0,USA,leovijo01,john,leovich
Ted,Lepcio,1929.0,USA,lepcite01,ted,lepcio
Pete,LePine,1876.0,CAN,lepinpe01,pete,lepine
Don,Leppert,1930.0,USA,leppedo01,don,leppert
Don,Leppert,1931.0,USA,leppedo02,don,leppert
Randy,Lerch,1954.0,USA,lerchra01,randy,lerch
Dutch,Lerchen,1889.0,USA,lerchdu01,dutch,lerchen
George,Lerchen,1922.0,USA,lerchge01,george,lerchen
Anthony,Lerew,1982.0,USA,lerewan01,anthony,lerew
Walt,Lerian,1903.0,USA,leriawa01,walt,lerian
Chris,Leroux,1984.0,CAN,lerouch01,chris,leroux
John,LeRoy,1975.0,USA,leroyjo01,john,leroy
Louis,LeRoy,1879.0,USA,leroylo01,louis,leroy
Barry,Lersch,1944.0,USA,lerscba01,barry,lersch
Steven,Lerud,1984.0,USA,lerudst01,steven,lerud
Brian,Lesher,1971.0,Belgium,leshebr01,brian,lesher
Don,Leshnock,1946.0,USA,leshndo01,don,leshnock
Curt,Leskanic,1968.0,USA,leskacu01,curt,leskanic
Brad,Lesley,1958.0,USA,leslebr01,brad,lesley
Roy,Leslie,1894.0,USA,lesliro01,roy,leslie
Sam,Leslie,1905.0,USA,leslisa01,sam,leslie
Jon,Lester,1984.0,USA,lestejo01,jon,lester
Josh,Lester,1994.0,USA,lestejo02,josh,lester
Charlie,Letchas,1915.0,USA,letchch01,charlie,letchas
Tom,Letcher,1868.0,USA,letchto01,tom,letcher
Jesse,Levan,1926.0,USA,levanje01,jesse,levan
Walt,Leverenz,1888.0,USA,leverwa01,walt,leverenz
Gorham,Leverett,1894.0,USA,leverdi01,gorham,leverett
Horace,Leverette,1889.0,USA,leverho01,horace,leverette
Jim,Levey,1906.0,USA,leveyji01,jim,levey
Al,Levine,1968.0,USA,levinal01,al,levine
Charlie,Levis,1860.0,USA,levisch01,charlie,levis
Jesse,Levis,1968.0,USA,levisje01,jesse,levis
Allen,Levrault,1977.0,USA,levraal01,allen,levrault
Emil,Levsen,1898.0,USA,levsedu01,emil,levsen
Ed,Levy,1916.0,USA,levyed01,ed,levy
Dennis,Lewallyn,1953.0,USA,lewalde01,dennis,lewallyn
Dan,Lewandowski,1928.0,USA,lewanda01,dan,lewandowski
Artie,Lewicki,1992.0,USA,lewicar01,artie,lewicki
Allan,Lewis,1941.0,Panama,lewisal01,allan,lewis
Bert,Lewis,1895.0,USA,lewisbe01,bert,lewis
Bill,Lewis,1904.0,USA,lewisbi01,bill,lewis
Buddy,Lewis,1916.0,USA,lewisbu01,buddy,lewis
Colby,Lewis,1979.0,USA,lewisco01,colby,lewis
Darren,Lewis,1967.0,USA,lewisda01,darren,lewis
Duffy,Lewis,1888.0,USA,lewisdu01,duffy,lewis
Fred,Lewis,1980.0,USA,lewisfr02,fred,lewis
Fred,Lewis,1858.0,USA,lewisfr01,fred,lewis
Jack,Lewis,1884.0,USA,lewisja01,jack,lewis
Jensen,Lewis,1984.0,USA,lewisje01,jensen,lewis
Jim,Lewis,1955.0,USA,lewisji01,jim,lewis
Jim,Lewis,1964.0,USA,lewisji02,jim,lewis
Johnny,Lewis,1939.0,USA,lewisjo01,johnny,lewis
Kyle,Lewis,1995.0,USA,lewisky01,kyle,lewis
Mark,Lewis,1969.0,USA,lewisma01,mark,lewis
Phil,Lewis,1883.0,USA,lewisph01,phil,lewis
Richie,Lewis,1966.0,USA,lewisri01,richie,lewis
Rommie,Lewis,1982.0,USA,lewisro01,rommie,lewis
Royce,Lewis,1999.0,USA,lewisro02,royce,lewis
Scott,Lewis,1965.0,USA,lewissc01,scott,lewis
Scott,Lewis,1983.0,USA,lewissc02,scott,lewis
Ted,Lewis,1872.0,Wales,lewiste01,ted,lewis
Terry,Ley,1947.0,USA,leyte01,terry,ley
Domingo,Leyba,1995.0,D.R.,leybado01,domingo,leyba
Robinson,Leyer,1993.0,D.R.,leyerro01,robinson,leyer
Jim,Leyland,1944.0,USA,leylaji99,jim,leyland
Jim,Leyritz,1963.0,USA,leyriji01,jim,leyritz
Nick,Leyva,1953.0,USA,leyvani99,nick,leyva
Carlos,Lezcano,1955.0,P.R.,lezcaca01,carlos,lezcano
Sixto,Lezcano,1953.0,P.R.,lezcasi01,sixto,lezcano
Steve,Libby,1853.0,USA,libbyst01,steve,libby
Luis,Liberato,1995.0,D.R.,liberlu01,luis,liberato
Adam,Liberatore,1987.0,USA,liberad01,adam,liberatore
Matthew,Liberatore,1999.0,USA,liberma01,matthew,liberatore
Al,Libke,1918.0,USA,libkeal01,al,libke
Frankie,Libran,1948.0,P.R.,librafr01,frankie,libran
John,Lickert,1960.0,USA,lickejo01,john,lickert
Dave,Liddell,1966.0,USA,liddeda01,dave,liddell
Alex,Liddi,1988.0,Italy,liddial01,alex,liddi
Don,Liddle,1925.0,USA,liddldo01,don,liddle
Brad,Lidge,1976.0,USA,lidgebr01,brad,lidge
Cory,Lidle,1972.0,USA,lidleco01,cory,lidle
Dutch,Lieber,1910.0,USA,liebedu01,dutch,lieber
Jon,Lieber,1970.0,USA,liebejo01,jon,lieber
Mike,Lieberthal,1972.0,USA,liebemi01,mike,lieberthal
Glenn,Liebhardt,1910.0,USA,liebhgl02,glenn,liebhardt
Glenn,Liebhardt,1883.0,USA,liebhgl01,glenn,liebhardt
Jeff,Liefer,1974.0,USA,liefeje01,jeff,liefer
Fred,Liese,1885.0,USA,liesefr01,fred,liese
Pat,Light,1991.0,USA,lightpa01,pat,light
Kerry,Ligtenberg,1971.0,USA,ligteke01,kerry,ligtenberg
Bill,Lillard,1918.0,USA,lillabi01,bill,lillard
Gene,Lillard,1913.0,USA,lillage01,gene,lillard
Brent,Lillibridge,1983.0,USA,lillibr01,brent,lillibridge
Jim,Lillie,1861.0,USA,lilliji01,jim,lillie
Derek,Lilliquist,1966.0,USA,lillide01,derek,lilliquist
Bob,Lillis,1930.0,USA,lillibo01,bob,lillis
Ted,Lilly,1976.0,USA,lillyte01,ted,lilly
Chang-Yong,Lim,1976.0,South Korea,limch01,chang-yong,lim
Jose,Lima,1972.0,D.R.,limajo01,jose,lima
Lou,Limmer,1925.0,USA,limmelo01,lou,limmer
Che-Hsuan,Lin,1988.0,Taiwan,linch01,che-hsuan,lin
Tzu-Wei,Lin,1994.0,Taiwan,lintz01,tzu-wei,lin
Rodney,Linares,1977.0,USA,linarro99,rodney,linares
Rufino,Linares,1951.0,D.R.,linarru01,rufino,linares
Tim,Lincecum,1984.0,USA,linceti01,tim,lincecum
Brad,Lincoln,1985.0,USA,lincobr01,brad,lincoln
Ezra,Lincoln,1868.0,USA,lincoez01,ezra,lincoln
Mike,Lincoln,1975.0,USA,lincomi01,mike,lincoln
Adam,Lind,1983.0,USA,lindad01,adam,lind
Carl,Lind,1903.0,USA,lindca01,carl,lind
Jack,Lind,1946.0,USA,lindja01,jack,lind
Jose,Lind,1964.0,P.R.,lindjo01,jose,lind
Vive,Lindaman,1877.0,USA,lindavi01,vive,lindaman
Em,Lindbeck,1934.0,USA,lindbem01,em,lindbeck
Paul,Lindblad,1941.0,USA,lindbpa01,paul,lindblad
Josh,Lindblom,1987.0,USA,lindbjo01,josh,lindblom
Lyman,Linde,1920.0,USA,lindely01,lyman,linde
Johnny,Lindell,1916.0,USA,lindejo01,johnny,lindell
Jim,Lindeman,1962.0,USA,lindeji01,jim,lindeman
Bob,Lindemann,1878.0,USA,lindebo01,bob,lindemann
Ernie,Lindemann,1883.0,USA,lindeer01,ernie,lindemann
Todd,Linden,1980.0,USA,lindeto01,todd,linden
Walt,Linden,1924.0,USA,lindewa01,walt,linden
Jacob,Lindgren,1993.0,USA,lindgja01,jacob,lindgren
Jeff,Lindgren,1996.0,USA,lindgje01,jeff,lindgren
Francisco,Lindor,1993.0,P.R.,lindofr01,francisco,lindor
Carl,Lindquist,1919.0,USA,lindqca01,carl,lindquist
Bill,Lindsay,1881.0,USA,lindsbi01,bill,lindsay
Chris,Lindsay,1878.0,USA,lindsch01,chris,lindsay
Shane,Lindsay,1985.0,Australia,lindssh01,shane,lindsay
Bill,Lindsey,1960.0,USA,lindsbi02,bill,lindsey
Doug,Lindsey,1967.0,USA,lindsdo01,doug,lindsey
Jim,Lindsey,1899.0,USA,lindsji01,jim,lindsey
John,Lindsey,1977.0,USA,lindsjo01,john,lindsey
Rod,Lindsey,1976.0,USA,lindsro01,rod,lindsey
